source,target,relation,weight
CAMPAIGN_02,103.133.99.17,belongs_to,1.0
CAMPAIGN_02,103.134.169.112,belongs_to,1.0
CAMPAIGN_02,103.134.222.153,belongs_to,1.0
CAMPAIGN_02,103.134.30.152,belongs_to,1.0
CAMPAIGN_02,103.134.8.17,belongs_to,1.0
CAMPAIGN_02,103.135.168.5,belongs_to,1.0
CAMPAIGN_02,103.135.177.84,belongs_to,1.0
CAMPAIGN_02,103.135.221.56,belongs_to,1.0
CAMPAIGN_02,103.135.28.37,belongs_to,1.0
CAMPAIGN_02,103.136.62.22,belongs_to,1.0
CAMPAIGN_02,103.137.127.207,belongs_to,1.0
CAMPAIGN_02,103.137.217.188,belongs_to,1.0
CAMPAIGN_02,103.137.219.128,belongs_to,1.0
CAMPAIGN_02,103.138.112.199,belongs_to,1.0
CAMPAIGN_02,103.138.217.155,belongs_to,1.0
CAMPAIGN_02,103.138.40.49,belongs_to,1.0
CAMPAIGN_02,103.138.71.208,belongs_to,1.0
CAMPAIGN_02,103.139.57.119,belongs_to,1.0
CAMPAIGN_02,103.139.87.169,belongs_to,1.0
CAMPAIGN_02,103.139.9.109,belongs_to,1.0
CAMPAIGN_02,103.14.10.87,belongs_to,1.0
CAMPAIGN_02,103.14.75.223,belongs_to,1.0
CAMPAIGN_02,103.14.89.176,belongs_to,1.0
CAMPAIGN_02,103.140.157.244,belongs_to,1.0
CAMPAIGN_02,103.140.251.182,belongs_to,1.0
CAMPAIGN_02,103.141.182.241,belongs_to,1.0
CAMPAIGN_02,103.142.138.102,belongs_to,1.0
CAMPAIGN_02,103.142.21.134,belongs_to,1.0
CAMPAIGN_02,103.142.35.228,belongs_to,1.0
CAMPAIGN_02,103.143.187.162,belongs_to,1.0
CAMPAIGN_02,103.143.197.169,belongs_to,1.0
CAMPAIGN_02,103.143.28.116,belongs_to,1.0
CAMPAIGN_02,103.143.77.145,belongs_to,1.0
CAMPAIGN_02,103.144.11.82,belongs_to,1.0
CAMPAIGN_02,103.144.12.66,belongs_to,1.0
CAMPAIGN_02,103.144.148.160,belongs_to,1.0
CAMPAIGN_02,103.144.165.225,belongs_to,1.0
CAMPAIGN_02,103.144.182.99,belongs_to,1.0
CAMPAIGN_02,103.144.233.35,belongs_to,1.0
CAMPAIGN_02,103.144.54.179,belongs_to,1.0
CAMPAIGN_02,103.144.64.63,belongs_to,1.0
CAMPAIGN_02,103.145.101.123,belongs_to,1.0
CAMPAIGN_02,103.145.251.25,belongs_to,1.0
CAMPAIGN_02,103.146.200.3,belongs_to,1.0
CAMPAIGN_02,103.146.23.48,belongs_to,1.0
CAMPAIGN_02,103.146.248.214,belongs_to,1.0
CAMPAIGN_02,103.147.240.254,belongs_to,1.0
CAMPAIGN_02,103.148.145.39,belongs_to,1.0
CAMPAIGN_02,103.148.197.111,belongs_to,1.0
CAMPAIGN_02,103.149.148.94,belongs_to,1.0
CAMPAIGN_02,103.149.178.61,belongs_to,1.0
CAMPAIGN_02,103.149.207.2,belongs_to,1.0
CAMPAIGN_02,103.149.55.170,belongs_to,1.0
CAMPAIGN_02,103.15.85.54,belongs_to,1.0
CAMPAIGN_02,103.150.17.75,belongs_to,1.0
CAMPAIGN_02,103.150.83.197,belongs_to,1.0
CAMPAIGN_02,103.151.11.248,belongs_to,1.0
CAMPAIGN_02,103.151.131.143,belongs_to,1.0
CAMPAIGN_02,103.152.137.243,belongs_to,1.0
CAMPAIGN_02,103.152.138.5,belongs_to,1.0
CAMPAIGN_02,103.152.167.19,belongs_to,1.0
CAMPAIGN_02,103.152.193.4,belongs_to,1.0
CAMPAIGN_02,103.152.210.212,belongs_to,1.0
CAMPAIGN_02,103.152.243.72,belongs_to,1.0
CAMPAIGN_02,103.152.25.211,belongs_to,1.0
CAMPAIGN_02,103.153.158.189,belongs_to,1.0
CAMPAIGN_02,103.153.181.18,belongs_to,1.0
CAMPAIGN_02,103.153.182.199,belongs_to,1.0
CAMPAIGN_02,103.153.207.164,belongs_to,1.0
CAMPAIGN_02,103.153.211.251,belongs_to,1.0
CAMPAIGN_02,103.153.46.248,belongs_to,1.0
CAMPAIGN_02,103.154.140.55,belongs_to,1.0
CAMPAIGN_02,103.154.206.248,belongs_to,1.0
CAMPAIGN_02,103.154.224.169,belongs_to,1.0
CAMPAIGN_02,103.154.67.16,belongs_to,1.0
CAMPAIGN_02,103.155.124.181,belongs_to,1.0
CAMPAIGN_02,103.155.16.72,belongs_to,1.0
CAMPAIGN_02,103.155.202.88,belongs_to,1.0
CAMPAIGN_02,103.156.153.138,belongs_to,1.0
CAMPAIGN_02,103.156.187.65,belongs_to,1.0
CAMPAIGN_02,103.156.192.150,belongs_to,1.0
CAMPAIGN_02,103.156.238.147,belongs_to,1.0
CAMPAIGN_02,103.156.63.44,belongs_to,1.0
CAMPAIGN_02,103.157.130.24,belongs_to,1.0
CAMPAIGN_02,103.157.140.36,belongs_to,1.0
CAMPAIGN_02,103.157.195.80,belongs_to,1.0
CAMPAIGN_02,103.157.215.155,belongs_to,1.0
CAMPAIGN_02,103.157.249.142,belongs_to,1.0
CAMPAIGN_02,103.158.11.35,belongs_to,1.0
CAMPAIGN_02,103.158.224.246,belongs_to,1.0
CAMPAIGN_02,103.158.80.157,belongs_to,1.0
CAMPAIGN_02,103.159.232.170,belongs_to,1.0
CAMPAIGN_02,103.159.241.229,belongs_to,1.0
CAMPAIGN_02,103.16.120.161,belongs_to,1.0
CAMPAIGN_02,103.16.185.152,belongs_to,1.0
CAMPAIGN_02,103.16.250.117,belongs_to,1.0
CAMPAIGN_02,103.16.74.125,belongs_to,1.0
CAMPAIGN_02,103.161.101.161,belongs_to,1.0
CAMPAIGN_02,103.161.122.215,belongs_to,1.0
CAMPAIGN_02,103.161.149.84,belongs_to,1.0
CAMPAIGN_02,103.161.162.215,belongs_to,1.0
CAMPAIGN_02,103.161.243.39,belongs_to,1.0
CAMPAIGN_02,103.162.119.84,belongs_to,1.0
CAMPAIGN_02,103.162.147.202,belongs_to,1.0
CAMPAIGN_02,103.162.168.7,belongs_to,1.0
CAMPAIGN_02,103.162.169.229,belongs_to,1.0
CAMPAIGN_02,103.162.198.210,belongs_to,1.0
CAMPAIGN_02,103.162.240.211,belongs_to,1.0
CAMPAIGN_02,103.163.154.2,belongs_to,1.0
CAMPAIGN_02,103.163.164.32,belongs_to,1.0
CAMPAIGN_02,103.164.2.148,belongs_to,1.0
CAMPAIGN_02,103.164.238.3,belongs_to,1.0
CAMPAIGN_02,103.164.41.203,belongs_to,1.0
CAMPAIGN_02,103.165.146.157,belongs_to,1.0
CAMPAIGN_02,103.165.226.127,belongs_to,1.0
CAMPAIGN_02,103.166.117.46,belongs_to,1.0
CAMPAIGN_02,103.166.139.148,belongs_to,1.0
CAMPAIGN_02,103.166.158.69,belongs_to,1.0
CAMPAIGN_02,103.166.232.44,belongs_to,1.0
CAMPAIGN_02,103.166.241.191,belongs_to,1.0
CAMPAIGN_02,103.166.253.131,belongs_to,1.0
CAMPAIGN_02,103.167.107.106,belongs_to,1.0
CAMPAIGN_02,103.167.145.128,belongs_to,1.0
CAMPAIGN_02,103.167.67.234,belongs_to,1.0
CAMPAIGN_02,103.167.72.71,belongs_to,1.0
CAMPAIGN_02,103.167.92.80,belongs_to,1.0
CAMPAIGN_02,103.168.11.94,belongs_to,1.0
CAMPAIGN_02,103.168.12.63,belongs_to,1.0
CAMPAIGN_02,103.168.238.38,belongs_to,1.0
CAMPAIGN_02,103.168.70.14,belongs_to,1.0
CAMPAIGN_02,103.168.93.221,belongs_to,1.0
CAMPAIGN_02,103.169.144.132,belongs_to,1.0
CAMPAIGN_02,103.17.121.232,belongs_to,1.0
CAMPAIGN_02,103.17.125.132,belongs_to,1.0
CAMPAIGN_02,103.17.214.45,belongs_to,1.0
CAMPAIGN_02,103.170.118.229,belongs_to,1.0
CAMPAIGN_02,103.170.137.216,belongs_to,1.0
CAMPAIGN_02,103.170.176.59,belongs_to,1.0
CAMPAIGN_02,103.171.122.149,belongs_to,1.0
CAMPAIGN_02,103.171.136.253,belongs_to,1.0
CAMPAIGN_02,103.171.157.97,belongs_to,1.0
CAMPAIGN_02,103.171.246.166,belongs_to,1.0
CAMPAIGN_02,103.171.247.13,belongs_to,1.0
CAMPAIGN_02,103.171.92.250,belongs_to,1.0
CAMPAIGN_02,103.172.139.205,belongs_to,1.0
CAMPAIGN_02,103.172.200.162,belongs_to,1.0
CAMPAIGN_02,103.172.93.22,belongs_to,1.0
CAMPAIGN_02,103.173.148.92,belongs_to,1.0
CAMPAIGN_02,103.173.229.54,belongs_to,1.0
CAMPAIGN_02,103.173.239.190,belongs_to,1.0
CAMPAIGN_02,103.173.91.245,belongs_to,1.0
CAMPAIGN_02,103.174.207.107,belongs_to,1.0
CAMPAIGN_02,103.174.77.10,belongs_to,1.0
CAMPAIGN_02,103.174.79.128,belongs_to,1.0
CAMPAIGN_02,103.175.170.16,belongs_to,1.0
CAMPAIGN_02,103.175.52.46,belongs_to,1.0
CAMPAIGN_02,103.175.94.73,belongs_to,1.0
CAMPAIGN_02,103.176.147.51,belongs_to,1.0
CAMPAIGN_02,103.176.152.228,belongs_to,1.0
CAMPAIGN_02,103.176.233.183,belongs_to,1.0
CAMPAIGN_02,103.177.164.1,belongs_to,1.0
CAMPAIGN_02,103.177.171.134,belongs_to,1.0
CAMPAIGN_02,103.178.122.117,belongs_to,1.0
CAMPAIGN_02,103.178.254.75,belongs_to,1.0
CAMPAIGN_02,103.179.178.180,belongs_to,1.0
CAMPAIGN_02,103.179.70.170,belongs_to,1.0
CAMPAIGN_02,103.18.19.19,belongs_to,1.0
CAMPAIGN_02,103.18.251.10,belongs_to,1.0
CAMPAIGN_02,103.18.7.159,belongs_to,1.0
CAMPAIGN_02,103.18.70.106,belongs_to,1.0
CAMPAIGN_02,103.180.110.227,belongs_to,1.0
CAMPAIGN_02,103.181.20.176,belongs_to,1.0
CAMPAIGN_02,103.181.253.52,belongs_to,1.0
CAMPAIGN_02,103.181.31.70,belongs_to,1.0
CAMPAIGN_02,103.181.5.97,belongs_to,1.0
CAMPAIGN_02,103.181.79.42,belongs_to,1.0
CAMPAIGN_02,103.182.118.180,belongs_to,1.0
CAMPAIGN_02,103.182.13.28,belongs_to,1.0
CAMPAIGN_02,103.182.188.101,belongs_to,1.0
CAMPAIGN_02,103.182.192.62,belongs_to,1.0
CAMPAIGN_02,103.182.73.157,belongs_to,1.0
CAMPAIGN_02,103.183.103.84,belongs_to,1.0
CAMPAIGN_02,103.183.157.224,belongs_to,1.0
CAMPAIGN_02,103.183.230.84,belongs_to,1.0
CAMPAIGN_02,103.184.225.82,belongs_to,1.0
CAMPAIGN_02,103.184.245.11,belongs_to,1.0
CAMPAIGN_02,103.185.165.182,belongs_to,1.0
CAMPAIGN_02,103.185.205.52,belongs_to,1.0
CAMPAIGN_02,103.185.21.159,belongs_to,1.0
CAMPAIGN_02,103.186.155.240,belongs_to,1.0
CAMPAIGN_02,103.186.180.115,belongs_to,1.0
CAMPAIGN_02,103.186.181.231,belongs_to,1.0
CAMPAIGN_02,103.186.210.200,belongs_to,1.0
CAMPAIGN_02,103.186.92.125,belongs_to,1.0
CAMPAIGN_02,103.187.152.111,belongs_to,1.0
CAMPAIGN_02,103.187.188.105,belongs_to,1.0
CAMPAIGN_02,103.187.206.29,belongs_to,1.0
CAMPAIGN_02,103.187.221.71,belongs_to,1.0
CAMPAIGN_02,103.188.140.35,belongs_to,1.0
CAMPAIGN_02,103.188.34.196,belongs_to,1.0
CAMPAIGN_02,103.188.48.65,belongs_to,1.0
CAMPAIGN_02,103.189.148.210,belongs_to,1.0
CAMPAIGN_02,103.189.167.34,belongs_to,1.0
CAMPAIGN_02,103.189.235.171,belongs_to,1.0
CAMPAIGN_02,103.189.54.193,belongs_to,1.0
CAMPAIGN_02,103.189.61.125,belongs_to,1.0
CAMPAIGN_02,103.189.85.232,belongs_to,1.0
CAMPAIGN_02,103.19.118.100,belongs_to,1.0
CAMPAIGN_02,103.19.153.47,belongs_to,1.0
CAMPAIGN_02,103.19.189.37,belongs_to,1.0
CAMPAIGN_02,103.190.100.122,belongs_to,1.0
CAMPAIGN_02,103.190.118.220,belongs_to,1.0
CAMPAIGN_02,103.190.153.229,belongs_to,1.0
CAMPAIGN_02,103.190.163.1,belongs_to,1.0
CAMPAIGN_02,103.190.202.10,belongs_to,1.0
CAMPAIGN_02,103.190.206.73,belongs_to,1.0
CAMPAIGN_02,103.191.246.31,belongs_to,1.0
CAMPAIGN_02,103.192.147.215,belongs_to,1.0
CAMPAIGN_02,103.192.195.172,belongs_to,1.0
CAMPAIGN_02,103.192.222.134,belongs_to,1.0
CAMPAIGN_02,103.192.230.52,belongs_to,1.0
CAMPAIGN_02,103.192.6.11,belongs_to,1.0
CAMPAIGN_02,103.193.128.157,belongs_to,1.0
CAMPAIGN_02,103.193.67.27,belongs_to,1.0
CAMPAIGN_02,103.194.11.104,belongs_to,1.0
CAMPAIGN_02,103.194.31.48,belongs_to,1.0
CAMPAIGN_02,103.194.81.101,belongs_to,1.0
CAMPAIGN_02,103.195.146.158,belongs_to,1.0
CAMPAIGN_02,103.195.174.81,belongs_to,1.0
CAMPAIGN_02,103.195.84.203,belongs_to,1.0
CAMPAIGN_02,103.196.110.189,belongs_to,1.0
CAMPAIGN_02,103.196.197.247,belongs_to,1.0
CAMPAIGN_02,103.196.200.208,belongs_to,1.0
CAMPAIGN_02,103.196.203.250,belongs_to,1.0
CAMPAIGN_02,103.197.135.252,belongs_to,1.0
CAMPAIGN_02,103.197.173.151,belongs_to,1.0
CAMPAIGN_02,103.197.207.148,belongs_to,1.0
CAMPAIGN_02,103.197.216.89,belongs_to,1.0
CAMPAIGN_02,103.197.224.135,belongs_to,1.0
CAMPAIGN_02,103.197.32.24,belongs_to,1.0
CAMPAIGN_02,103.197.85.108,belongs_to,1.0
CAMPAIGN_02,103.198.11.143,belongs_to,1.0
CAMPAIGN_02,103.198.212.98,belongs_to,1.0
CAMPAIGN_02,103.198.241.193,belongs_to,1.0
CAMPAIGN_02,103.199.138.55,belongs_to,1.0
CAMPAIGN_02,103.199.14.63,belongs_to,1.0
CAMPAIGN_02,103.199.170.246,belongs_to,1.0
CAMPAIGN_02,103.199.29.155,belongs_to,1.0
CAMPAIGN_02,103.199.39.169,belongs_to,1.0
CAMPAIGN_02,103.20.225.63,belongs_to,1.0
CAMPAIGN_02,103.200.15.214,belongs_to,1.0
CAMPAIGN_02,103.200.195.58,belongs_to,1.0
CAMPAIGN_02,103.200.80.6,belongs_to,1.0
CAMPAIGN_02,103.201.168.218,belongs_to,1.0
CAMPAIGN_02,103.201.28.197,belongs_to,1.0
CAMPAIGN_02,103.202.106.198,belongs_to,1.0
CAMPAIGN_02,103.202.237.137,belongs_to,1.0
CAMPAIGN_02,103.202.67.141,belongs_to,1.0
CAMPAIGN_02,103.202.79.181,belongs_to,1.0
CAMPAIGN_02,103.203.210.30,belongs_to,1.0
CAMPAIGN_02,103.203.53.17,belongs_to,1.0
CAMPAIGN_02,103.204.110.216,belongs_to,1.0
CAMPAIGN_02,103.204.197.75,belongs_to,1.0
CAMPAIGN_02,103.204.253.139,belongs_to,1.0
CAMPAIGN_02,103.205.231.166,belongs_to,1.0
CAMPAIGN_02,103.205.249.4,belongs_to,1.0
CAMPAIGN_02,103.205.82.226,belongs_to,1.0
CAMPAIGN_02,103.206.110.178,belongs_to,1.0
CAMPAIGN_02,103.206.120.121,belongs_to,1.0
CAMPAIGN_02,103.206.183.14,belongs_to,1.0
CAMPAIGN_02,103.207.126.123,belongs_to,1.0
CAMPAIGN_02,103.207.161.169,belongs_to,1.0
CAMPAIGN_02,103.207.38.168,belongs_to,1.0
CAMPAIGN_02,103.207.50.134,belongs_to,1.0
CAMPAIGN_02,103.207.79.44,belongs_to,1.0
CAMPAIGN_02,103.207.83.66,belongs_to,1.0
CAMPAIGN_02,103.208.11.156,belongs_to,1.0
CAMPAIGN_02,103.208.115.5,belongs_to,1.0
CAMPAIGN_02,103.208.212.74,belongs_to,1.0
CAMPAIGN_02,103.209.123.35,belongs_to,1.0
CAMPAIGN_02,103.209.41.5,belongs_to,1.0
CAMPAIGN_02,103.209.72.120,belongs_to,1.0
CAMPAIGN_02,103.21.11.254,belongs_to,1.0
CAMPAIGN_02,103.21.152.45,belongs_to,1.0
CAMPAIGN_02,103.21.27.190,belongs_to,1.0
CAMPAIGN_02,103.21.86.90,belongs_to,1.0
CAMPAIGN_02,103.210.10.200,belongs_to,1.0
CAMPAIGN_02,103.210.251.112,belongs_to,1.0
CAMPAIGN_02,103.210.78.90,belongs_to,1.0
CAMPAIGN_02,103.211.101.38,belongs_to,1.0
CAMPAIGN_02,103.211.179.155,belongs_to,1.0
CAMPAIGN_02,103.211.18.139,belongs_to,1.0
CAMPAIGN_02,103.211.253.181,belongs_to,1.0
CAMPAIGN_02,103.212.78.137,belongs_to,1.0
CAMPAIGN_02,103.213.164.244,belongs_to,1.0
CAMPAIGN_02,103.213.28.84,belongs_to,1.0
CAMPAIGN_02,103.213.31.189,belongs_to,1.0
CAMPAIGN_02,103.213.42.184,belongs_to,1.0
CAMPAIGN_02,103.213.54.202,belongs_to,1.0
CAMPAIGN_02,103.213.55.196,belongs_to,1.0
CAMPAIGN_02,103.214.10.166,belongs_to,1.0
CAMPAIGN_02,103.214.124.232,belongs_to,1.0
CAMPAIGN_02,103.214.158.57,belongs_to,1.0
CAMPAIGN_02,103.214.76.75,belongs_to,1.0
CAMPAIGN_02,103.215.114.160,belongs_to,1.0
CAMPAIGN_02,103.216.203.198,belongs_to,1.0
CAMPAIGN_02,103.217.1.194,belongs_to,1.0
CAMPAIGN_02,103.217.116.248,belongs_to,1.0
CAMPAIGN_02,103.217.137.21,belongs_to,1.0
CAMPAIGN_02,103.217.189.160,belongs_to,1.0
CAMPAIGN_02,103.217.205.179,belongs_to,1.0
CAMPAIGN_02,103.218.106.238,belongs_to,1.0
CAMPAIGN_02,103.218.254.8,belongs_to,1.0
CAMPAIGN_02,103.218.68.46,belongs_to,1.0
CAMPAIGN_02,103.219.112.107,belongs_to,1.0
CAMPAIGN_02,103.219.210.28,belongs_to,1.0
CAMPAIGN_02,103.22.141.103,belongs_to,1.0
CAMPAIGN_02,103.22.232.79,belongs_to,1.0
CAMPAIGN_02,103.220.204.25,belongs_to,1.0
CAMPAIGN_02,103.220.242.177,belongs_to,1.0
CAMPAIGN_02,103.220.26.116,belongs_to,1.0
CAMPAIGN_02,103.220.71.236,belongs_to,1.0
CAMPAIGN_02,103.221.231.177,belongs_to,1.0
CAMPAIGN_02,103.222.166.116,belongs_to,1.0
CAMPAIGN_02,103.222.18.4,belongs_to,1.0
CAMPAIGN_02,103.222.244.78,belongs_to,1.0
CAMPAIGN_02,103.223.152.17,belongs_to,1.0
CAMPAIGN_02,103.223.252.189,belongs_to,1.0
CAMPAIGN_02,103.223.56.244,belongs_to,1.0
CAMPAIGN_02,103.225.107.40,belongs_to,1.0
CAMPAIGN_02,103.225.237.93,belongs_to,1.0
CAMPAIGN_02,103.226.111.157,belongs_to,1.0
CAMPAIGN_02,103.227.153.224,belongs_to,1.0
CAMPAIGN_02,103.227.54.205,belongs_to,1.0
CAMPAIGN_02,103.227.82.67,belongs_to,1.0
CAMPAIGN_02,103.228.22.29,belongs_to,1.0
CAMPAIGN_02,103.228.234.169,belongs_to,1.0
CAMPAIGN_02,103.228.246.88,belongs_to,1.0
CAMPAIGN_02,103.228.59.23,belongs_to,1.0
CAMPAIGN_02,103.228.76.16,belongs_to,1.0
CAMPAIGN_02,103.228.9.171,belongs_to,1.0
CAMPAIGN_02,103.229.252.193,belongs_to,1.0
CAMPAIGN_02,103.229.66.4,belongs_to,1.0
CAMPAIGN_02,103.229.81.182,belongs_to,1.0
CAMPAIGN_02,103.23.1.181,belongs_to,1.0
CAMPAIGN_02,103.23.165.68,belongs_to,1.0
CAMPAIGN_02,103.23.177.133,belongs_to,1.0
CAMPAIGN_02,103.23.228.112,belongs_to,1.0
CAMPAIGN_02,103.23.232.88,belongs_to,1.0
CAMPAIGN_02,103.23.237.138,belongs_to,1.0
CAMPAIGN_02,103.23.43.119,belongs_to,1.0
